"","Timestamp","Machine","Temperature","Pressure","PartLength","PartResistance"
"1",2022-03-08 00:00:00,1,303,100,50.0459956642797,5.24462859802301
"2",2022-03-08 00:00:05,1,303,100,45.2690870580956,5.24176642740887
"3",2022-03-08 00:00:10,1,303,100,49.404299866855,5.15379832699876
"4",2022-03-08 00:00:15,1,303,100,47.4119254044177,5.53877973442531
"5",2022-03-08 00:00:20,1,303,100,48.8423183333979,5.41984807199382
"6",2022-03-08 00:00:25,1,303,100,50.1886294418367,5.62370380489168
"7",2022-03-08 00:00:30,1,303,100,50.3587688221476,5.16164164131424
"8",2022-03-08 00:00:35,1,303,100,46.1908721676031,5.71089521215798
"9",2022-03-08 00:00:40,1,303,100,49.4990180954598,5.97997173219452
"10",2022-03-08 00:00:45,1,303,100,50.4094975195979,5.6497641172414
"11",2022-03-08 00:00:50,1,303,100,50.6574567054321,4.78809058557824
"12",2022-03-08 00:00:55,1,303,100,49.8008114501148,5.65368823099514
"13",2022-03-08 00:01:00,1,303,100,48.1243457843076,4.86213452949431
"14",2022-03-08 00:01:05,1,303,100,48.9785947289051,5.50939617732508
"15",2022-03-08 00:01:10,1,303,100,50.2902870607337,5.47274169058351
"16",2022-03-08 00:01:15,1,303,100,48.5417774942535,5.43811628451388
"17",2022-03-08 00:01:20,1,303,100,49.8677071828804,5.673614765766
"18",2022-03-08 00:01:25,1,303,100,47.2185199419927,5.74510035102864
"19",2022-03-08 00:01:30,1,303,100,48.617094040126,5.86709246416406
"20",2022-03-08 00:01:35,1,303,100,50.0801110647394,5.33176410410599
"21",2022-03-08 00:01:40,1,303,100,49.8313887602952,5.18631499628567
"22",2022-03-08 00:01:45,1,303,100,47.8290832044916,5.13680296538927
"23",2022-03-08 00:01:50,1,303,100,48.5476991991996,5.55889003128337
"24",2022-03-08 00:01:55,1,303,100,48.3579825766574,5.25217779121182
"25",2022-03-08 00:02:00,1,303,100,48.6551964142747,5.56255665364736
"26",2022-03-08 00:02:05,1,303,100,50.0372584789139,5.67725296290645
"27",2022-03-08 00:02:10,1,303,100,46.1251884353216,5.14085119371161
"28",2022-03-08 00:02:15,1,303,100,46.5996332591963,4.87090421021593
"29",2022-03-08 00:02:20,1,303,100,49.6392459302718,4.86773193169251
"30",2022-03-08 00:02:25,1,303,100,47.2189683940416,5.39434522588163
"31",2022-03-08 00:02:30,1,303,100,44.9186030114049,5.87980820391105
"32",2022-03-08 00:02:35,1,303,100,49.09800741798,5.51780026274873
"33",2022-03-08 00:02:40,1,303,100,50.4913390832954,5.46374327665899
"34",2022-03-08 00:02:45,1,303,100,47.1127571459338,5.34806132811305
"35",2022-03-08 00:02:50,1,303,100,47.6935799404059,5.97492244864796
"36",2022-03-08 00:02:55,1,303,100,47.8929614441469,5.18228588834971
"37",2022-03-08 00:03:00,1,303,100,48.9598684404182,5.91072398282754
"38",2022-03-08 00:03:05,1,303,100,45.7683460828664,5.49881104673781
"39",2022-03-08 00:03:10,1,303,100,49.2541718195807,5.29628046022468
"40",2022-03-08 00:03:15,1,303,100,47.7291701981057,5.30855758260173
"41",2022-03-08 00:03:20,1,303,100,47.1612135357335,5.42489107548693
"42",2022-03-08 00:03:25,1,303,100,49.2629125030433,5.34283042648997
"43",2022-03-08 00:03:30,1,303,100,47.0381687137979,5.38404776748701
"44",2022-03-08 00:03:35,1,303,100,46.1246570765403,5.27512437178798
"45",2022-03-08 00:03:40,1,303,100,47.3741600914567,5.98887535327014
"46",2022-03-08 00:03:45,1,303,100,46.7329430012406,5.50672188370571
"47",2022-03-08 00:03:50,1,303,100,49.0499495682673,5.41714406926509
"48",2022-03-08 00:03:55,1,303,100,48.6365285665235,4.82066866438652
"49",2022-03-08 00:04:00,1,303,100,48.8597568818763,5.20359122676998
"50",2022-03-08 00:04:05,1,303,100,48.887972887879,6.01838750059832
"51",2022-03-08 00:04:10,1,303,100,48.7434382630055,5.69154009457435
"52",2022-03-08 00:04:15,1,303,100,49.1151834101132,5.46536038568048
"53",2022-03-08 00:04:20,1,303,100,47.0337483047177,5.50009833655681
"54",2022-03-08 00:04:25,1,303,100,50.8153380596412,5.82640156115308
"55",2022-03-08 00:04:30,1,303,100,48.2725454665117,4.99967412436425
"56",2022-03-08 00:04:35,1,303,100,48.080427250902,5.26913762882272
"57",2022-03-08 00:04:40,1,303,100,48.3773965562565,6.20499273441835
"58",2022-03-08 00:04:45,1,303,100,48.152542567262,5.45680467310875
"59",2022-03-08 00:04:50,1,303,100,49.7713338653145,5.32553914912161
"60",2022-03-08 00:04:55,1,303,100,50.2577744309526,5.73137973749915
"61",2022-03-08 00:05:00,1,303,100,48.2530128933864,5.10974484051864
"62",2022-03-08 00:05:05,1,303,100,46.9952445382001,5.58500947906261
"63",2022-03-08 00:05:10,1,303,100,48.3173976791301,5.63809635560797
"64",2022-03-08 00:05:15,1,303,100,49.3289637179963,5.15881872795356
"65",2022-03-08 00:05:20,1,303,100,51.2376674448042,5.85728625511778
"66",2022-03-08 00:05:25,1,303,100,46.1018446487161,5.55942169882558
"67",2022-03-08 00:05:30,1,303,100,52.9050873450066,4.89152967882794
"68",2022-03-08 00:05:35,1,303,100,46.2816681113529,6.59143498070356
"69",2022-03-08 00:05:40,1,303,100,49.7849257951346,6.01271091984307
"70",2022-03-08 00:05:45,1,303,100,49.0701979490961,5.29458989520373
"71",2022-03-08 00:05:50,1,303,100,49.1252681964966,5.58073492504359
"72",2022-03-08 00:05:55,1,303,100,46.9499409621348,5.00678109063178
"73",2022-03-08 00:06:00,1,303,100,47.2717755230215,5.66905955762568
"74",2022-03-08 00:06:05,1,303,100,49.9186425303493,5.55117275987265
"75",2022-03-08 00:06:10,1,303,100,50.5298656699736,5.54300367439871
"76",2022-03-08 00:06:15,1,303,100,48.6231982922373,5.99361779452013
"77",2022-03-08 00:06:20,1,303,100,49.2563037843032,5.39028679440775
"78",2022-03-08 00:06:25,1,303,100,47.464847301617,6.11152054119897
"79",2022-03-08 00:06:30,1,303,100,48.9880057224714,5.49755833070038
"80",2022-03-08 00:06:35,1,303,100,47.7660937709285,5.06943282457501
"81",2022-03-08 00:06:40,1,303,100,47.5634405839401,6.02056063354235
"82",2022-03-08 00:06:45,1,303,100,47.4971743135157,5.91117205632969
"83",2022-03-08 00:06:50,1,303,100,47.5299092039025,5.81229448734303
"84",2022-03-08 00:06:55,1,303,100,49.3819367613316,5.37156935559333
"85",2022-03-08 00:07:00,1,303,100,48.5721558199876,5.28025365156966
"86",2022-03-08 00:07:05,1,303,100,50.0718486882344,5.68789860743138
"87",2022-03-08 00:07:10,1,303,100,49.3509381150021,5.43313189356472
"88",2022-03-08 00:07:15,1,303,100,48.3416170316636,5.46681529396162
"89",2022-03-08 00:07:20,1,303,100,48.8322774809464,5.48954651660382
"90",2022-03-08 00:07:25,1,303,100,46.5391422916902,5.33455533407372
"91",2022-03-08 00:07:30,1,303,100,48.1878196193815,5.25499501743108
"92",2022-03-08 00:07:35,1,303,100,45.980291564884,5.37421203269685
"93",2022-03-08 00:07:40,1,303,100,48.9392318008028,5.61014545787874
"94",2022-03-08 00:07:45,1,303,100,48.9265038206405,5.92604415208386
"95",2022-03-08 00:07:50,1,303,100,48.4581388309485,5.35393362639307
"96",2022-03-08 00:07:55,1,303,100,47.8820539092181,5.68395061509308
"97",2022-03-08 00:08:00,1,303,100,50.6397714071997,5.76844582125131
"98",2022-03-08 00:08:05,1,303,100,48.5028252450224,4.86462757787108
"99",2022-03-08 00:08:10,1,303,100,47.522268744393,5.50776834160466
"100",2022-03-08 00:08:15,1,303,100,46.2889892929027,5.53344094505359
"101",2022-03-08 00:08:20,1,303,100,49.5774665674711,5.57184663993686
"102",2022-03-08 00:08:25,1,303,100,49.5709428899407,5.55951460946809
"103",2022-03-08 00:08:30,1,303,100,48.2152383846899,5.11568802362272
"104",2022-03-08 00:08:35,1,303,100,49.2079048994841,5.52653556444177
"105",2022-03-08 00:08:40,1,303,100,50.3334942675414,5.51737788446589
"106",2022-03-08 00:08:45,1,303,100,46.5735188598717,5.09200838743937
"107",2022-03-08 00:08:50,1,303,100,49.7977252363776,5.74222347272247
"108",2022-03-08 00:08:55,1,303,100,48.9016797593366,5.86454690737535
"109",2022-03-08 00:09:00,1,303,100,51.1017781073215,5.09506393256598
"110",2022-03-08 00:09:05,1,303,100,46.8798941361009,5.63730534079066
"111",2022-03-08 00:09:10,1,303,100,47.7585644734771,5.33300205603928
"112",2022-03-08 00:09:15,1,303,100,46.6452541328397,5.05552258742113
"113",2022-03-08 00:09:20,1,303,100,50.6758388039555,5.60765289711342
"114",2022-03-08 00:09:25,1,303,100,47.8704772592976,5.1382929277473
"115",2022-03-08 00:09:30,1,303,100,49.6280829912372,5.78598102471311
"116",2022-03-08 00:09:35,1,303,100,49.4647226195329,5.40217392987307
"117",2022-03-08 00:09:40,1,303,100,48.9458378499053,5.65880833039095
"118",2022-03-08 00:09:45,1,303,100,48.7159643478669,5.42285653569232
"119",2022-03-08 00:09:50,1,303,100,49.7009982523408,5.77485156711669
"120",2022-03-08 00:09:55,1,303,100,49.9063923803478,5.17844822888386
"121",2022-03-08 00:10:00,1,303,100,47.1793209646475,5.31838365018126
"122",2022-03-08 00:10:05,1,303,100,47.1544217765201,5.94563919342809
"123",2022-03-08 00:10:10,1,303,100,49.3788726264662,5.70593866175938
"124",2022-03-08 00:10:15,1,303,100,47.4799331137406,6.04568998956475
"125",2022-03-08 00:10:20,1,303,100,46.1445844320434,5.53859811534385
